Month-year,CommodityID,Production weight (in million tonnes),Labour_availability,Govt_policy_change,Demand,Cost of production,Climatic factor 1,Climatic factor 2,Maximum price per kg,Minimum support price (in Rs./Quintal)
2020-07-01,CD121,30.75,Moderate,No,Very-low,88308.0,0,0,5477.0,2379
2019-08-01,CD131,62.94,Low,Yes,Very-low,56588.0,0,0,5387.0,2146
2014-04-01,CD107,86.76,Abundant,No,Low,31804.0,0,0,3152.0,8313
2015-07-01,CD75,6.03,Moderate,Yes,Very-low,72531.0,1,0,1699.0,5186
2017-01-01,CD91,85.37,Moderate,No,Short-run,49164.0,1,0,3194.0,3880
2015-10-01,CD136,71.5,Abundant,No,Very-low,49357.0,1,1,1691.0,4002
2020-09-01,CD119,23.91,Moderate,No,Long-run,35621.0,0,0,4222.0,1802
2017-11-01,CD2,94.79,Moderate,No,Short-run,64485.0,0,1,345.0,2703
2014-10-01,CD120,32.58,Low,No,Long-run,26658.0,1,1,5574.0,2394
2013-11-01,CD94,32.11,Low,No,Very-low,72714.0,1,0,255.0,3520
2020-04-01,CD33,50.43,Moderate,Yes,Very-low,90598.0,1,0,3364.0,6662
2020-06-01,CD84,30.28,Low,Yes,Very-low,90559.0,1,0,4734.0,3544
2018-11-01,CD54,15.47,Abundant,Yes,High,1193.0,0,1,2965.0,3473
2020-06-01,CD69,79.77,Low,No,Very-low,90097.0,1,0,1718.0,2387
2019-08-01,CD91,50.17,Low,Yes,Low,13447.0,1,0,2823.0,4508
2017-08-01,CD97,79.62,Moderate,No,Long-run,87175.0,1,1,766.0,4626
2019-11-01,CD142,52.33,Low,Yes,High,71741.0,0,0,3680.0,8376
2013-09-01,CD43,97.54,Moderate,Yes,Short-run,42696.0,0,0,230.0,6535
2019-01-01,CD89,31.07,Low,Yes,Very-low,83845.0,0,1,3150.0,7386
2020-08-01,CD33,59.8,Abundant,No,Short-run,40782.0,0,0,3834.0,8905
2012-08-01,CD68,47.48,Moderate,No,Very-low,92108.0,1,0,2161.0,6394
2013-12-01,CD21,34.78,Moderate,Yes,Long-run,58966.0,0,0,557.0,8417
2016-09-01,CD67,39.93,Low,No,Very-low,76438.0,0,1,5392.0,2273
2013-10-01,CD10,52.39,Abundant,No,High,53057.0,1,0,5053.0,1630
2014-08-01,CD111,48.37,Abundant,Yes,Very-low,63386.0,1,0,3387.0,4404
2018-02-01,CD60,11.24,Abundant,No,Long-run,92782.0,1,1,4929.0,2659
2015-05-01,CD45,54.02,Moderate,No,Low,25218.0,0,1,4238.0,1938
2016-10-01,CD45,22.21,Moderate,Yes,Low,64358.0,1,1,1786.0,8788
2019-10-01,CD25,34.24,Low,No,Low,7077.0,0,0,2974.0,7311
2020-12-01,CD67,81.38,Low,No,Long-run,54382.0,1,0,3570.0,3912
2018-07-01,CD106,99.19,Low,Yes,Low,66377.0,0,1,3406.0,3552
2014-06-01,CD30,41.02,Low,No,Short-run,15668.0,0,1,752.0,2682
2020-04-01,CD57,75.82,Abundant,No,Very-low,92573.0,0,1,5116.0,3080
2013-10-01,CD65,61.28,Moderate,Yes,Low,91221.0,0,0,819.0,4960
2019-05-01,CD15,13.76,Abundant,No,Short-run,91743.0,0,1,4759.0,8676
2019-01-01,CD125,73.64,Moderate,No,Short-run,71462.0,0,0,1114.0,4897
2018-11-01,CD68,58.46,Low,No,Long-run,13811.0,1,0,835.0,4366
2014-09-01,CD30,58.67,Moderate,Yes,High,72561.0,0,0,2888.0,4714
2013-12-01,CD81,81.26,Abundant,Yes,Long-run,18952.0,0,1,3890.0,3896
2015-06-01,CD14,23.69,Abundant,Yes,Short-run,54710.0,0,1,3798.0,3927
2015-09-01,CD108,22.97,Moderate,Yes,High,25242.0,1,0,3905.0,5880
2014-12-01,CD137,99.11,Moderate,No,High,47304.0,0,0,2060.0,1807
2015-02-01,CD6,86.13,Low,No,High,88403.0,0,1,1040.0,6095
2015-08-01,CD58,95.68,Low,No,High,3953.0,1,0,2069.0,4273
2012-06-01,CD134,51.46,Moderate,Yes,Long-run,59332.0,0,1,3760.0,8320
2014-04-01,CD23,57.81,Low,Yes,High,58180.0,1,1,2800.0,2242
2012-02-01,CD71,50.21,Low,No,Short-run,35066.0,0,0,1275.0,5811
2013-01-01,CD88,95.95,Moderate,No,Short-run,36474.0,0,0,2593.0,2566
2015-05-01,CD99,55.35,Moderate,No,Low,11965.0,1,1,2378.0,4332
2019-11-01,CD140,57.58,Moderate,No,Very-low,57439.0,0,1,3725.0,1620
2019-10-01,CD89,77.48,Moderate,Yes,Long-run,15972.0,1,0,3560.0,2358
2012-03-01,CD79,83.75,Abundant,No,Long-run,33906.0,1,0,4082.0,4661
2015-06-01,CD20,35.06,Low,Yes,Short-run,28372.0,1,1,1892.0,4983
2018-02-01,CD100,82.85,Moderate,Yes,Low,21068.0,1,1,2518.0,6983
2020-01-01,CD112,56.05,Low,No,Very-low,91010.0,1,0,4610.0,6924
2020-01-01,CD101,55.86,Abundant,Yes,Low,75658.0,1,1,4337.0,4987
2017-12-01,CD59,20.14,Abundant,No,Low,48902.0,1,0,354.0,3027
2016-02-01,CD128,99.66,Abundant,Yes,High,91990.0,0,1,5245.0,5795
2016-05-01,CD25,13.51,Moderate,No,Short-run,35735.0,1,1,2070.0,4250
2014-07-01,CD30,75.98,Moderate,Yes,High,77448.0,1,1,1514.0,4489
2012-07-01,CD34,44.77,Abundant,Yes,Low,35368.0,1,0,5168.0,5939
2012-04-01,CD117,32.19,Low,No,Very-low,76866.0,0,0,5568.0,5309
2018-08-01,CD59,83.66,Low,No,Short-run,2738.0,1,1,4461.0,3370
2019-12-01,CD57,20.72,Low,Yes,Very-low,42223.0,1,1,1366.0,2101
2016-08-01,CD14,57.39,Moderate,No,Short-run,34545.0,1,0,4439.0,4349
2012-10-01,CD26,37.99,Moderate,No,Low,55303.0,1,1,3793.0,3964
2017-06-01,CD67,96.52,Low,No,Low,17593.0,0,1,5082.0,3575
2013-12-01,CD94,75.52,Abundant,Yes,Very-low,40808.0,0,0,688.0,6482
2014-04-01,CD99,84.04,Moderate,No,Very-low,18399.0,0,0,1202.0,2787
2017-04-01,CD11,52.05,Low,No,Very-low,71214.0,1,0,1133.0,4491
2017-01-01,CD25,98.31,Moderate,No,Very-low,88744.0,1,0,4965.0,3904
2018-09-01,CD73,2.54,Low,No,Short-run,52126.0,1,1,604.0,5667
2018-11-01,CD57,64.81,Moderate,No,Short-run,28785.0,0,0,1220.0,5875
2016-02-01,CD29,90.46,Moderate,No,Low,76366.0,1,1,2697.0,8039
2018-04-01,CD99,87.59,Moderate,Yes,Very-low,43383.0,1,1,319.0,1427
2017-04-01,CD5,6.49,Low,Yes,Short-run,90617.0,1,1,425.0,8740
2020-11-01,CD65,53.13,Low,Yes,Low,56539.0,1,0,5337.0,7855
2016-04-01,CD99,67.6,Low,Yes,Long-run,29136.0,0,1,5495.0,8997
2013-01-01,CD100,25.04,Low,No,High,25712.0,1,1,1597.0,6784
2013-11-01,CD35,77.59,Abundant,Yes,Low,59366.0,1,1,2664.0,1600
2016-02-01,CD21,47.74,Low,Yes,Long-run,35342.0,0,0,4520.0,3571
2018-01-01,CD4,46.54,Abundant,Yes,High,25704.0,1,0,2667.0,8162
2014-09-01,CD27,49.26,Low,Yes,Long-run,70886.0,1,1,2057.0,4986
2015-06-01,CD33,51.52,Moderate,No,Long-run,32984.0,0,1,1975.0,8722
2015-10-01,CD102,24.47,Low,Yes,High,49154.0,0,0,2225.0,7000
2013-05-01,CD123,7.16,Abundant,No,High,72019.0,0,1,1919.0,5210
2013-12-01,CD84,60.12,Abundant,Yes,Low,88326.0,0,1,1070.0,4428
2019-11-01,CD99,90.04,Low,Yes,Very-low,16878.0,0,0,2930.0,5236
2016-10-01,CD18,9.76,Moderate,Yes,Short-run,25794.0,1,0,2048.0,3402
2016-09-01,CD12,74.52,Moderate,Yes,Low,4864.0,1,0,1506.0,6296
2013-07-01,CD85,92.4,Moderate,No,Very-low,47354.0,1,1,1153.0,5650
2012-06-01,CD114,61.75,Low,Yes,Very-low,34158.0,0,0,3762.0,2887
2013-01-01,CD9,55.04,Moderate,No,High,16536.0,0,0,5063.0,1963
2013-01-01,CD33,45.64,Low,No,Low,77143.0,0,1,1412.0,7003
2019-12-01,CD17,30.12,Abundant,No,Long-run,90876.0,0,1,1120.0,1589
2019-07-01,CD140,20.1,Moderate,No,Low,40076.0,1,1,2304.0,8404
2020-08-01,CD104,91.22,Abundant,No,Short-run,31217.0,1,0,5479.0,8752
2018-11-01,CD69,22.51,Low,Yes,High,78591.0,0,1,3507.0,6744
2012-09-01,CD83,78.92,Low,No,Long-run,71077.0,1,1,285.0,8913
2012-12-01,CD53,76.81,Low,Yes,Low,84414.0,1,1,2801.0,8239
2013-10-01,CD52,1.03,Abundant,Yes,Low,89734.0,1,0,1102.0,6670
2019-04-01,CD127,69.37,Low,No,Short-run,57567.0,1,0,3833.0,6949
2016-04-01,CD120,75.23,Low,No,Long-run,32464.0,0,0,4147.0,3108
2020-03-01,CD114,49.66,Abundant,No,Short-run,62009.0,0,1,86.0,6144
2017-07-01,CD23,46.62,Low,No,Long-run,35259.0,0,1,2559.0,1774
2013-01-01,CD42,24.23,Abundant,No,Long-run,32020.0,1,1,5583.0,6907
2012-01-01,CD66,43.43,Moderate,No,High,77854.0,0,1,2879.0,1807
2019-05-01,CD108,0.35,Moderate,Yes,Short-run,4678.0,1,0,512.0,6011
2015-03-01,CD83,82.01,Abundant,No,Long-run,20314.0,0,0,541.0,8898
2015-07-01,CD21,86.25,Moderate,No,High,8094.0,1,1,4070.0,4041
2015-08-01,CD122,96.64,Moderate,Yes,High,6142.0,0,1,1975.0,4470
2020-12-01,CD99,30.05,Low,Yes,Long-run,59225.0,1,0,629.0,5516
2015-04-01,CD116,68.68,Moderate,No,Long-run,63365.0,1,0,1185.0,4345
2018-09-01,CD102,71.54,Low,Yes,Short-run,53439.0,0,1,2393.0,2279
2013-06-01,CD44,25.42,Low,Yes,Very-low,12623.0,0,0,3261.0,5895
2016-10-01,CD28,0.99,Moderate,Yes,Short-run,2611.0,1,1,2402.0,7290
2020-05-01,CD135,79.56,Abundant,No,Low,33264.0,1,1,3546.0,6679
2012-10-01,CD103,53.19,Moderate,No,Short-run,19101.0,0,1,5354.0,2504
2015-06-01,CD79,34.77,Abundant,Yes,Long-run,66165.0,0,0,2216.0,6319
2014-01-01,CD67,25.62,Moderate,No,Low,51580.0,0,1,1739.0,5057
2020-11-01,CD24,64.32,Abundant,No,Short-run,44361.0,1,1,4545.0,8106
2019-02-01,CD43,64.38,Low,No,Long-run,58591.0,1,1,972.0,2444
2013-03-01,CD109,87.3,Low,No,Long-run,29110.0,1,1,3655.0,7625
2017-12-01,CD102,95.69,Abundant,No,Short-run,30458.0,0,0,4318.0,3740
2020-06-01,CD123,99.66,Moderate,Yes,High,72165.0,0,0,5223.0,6600
2014-09-01,CD88,89.65,Moderate,Yes,High,60263.0,1,1,3992.0,2905
2018-11-01,CD112,13.27,Abundant,No,High,74034.0,0,1,1127.0,7376
2018-04-01,CD69,36.81,Low,Yes,Very-low,2800.0,1,0,3786.0,2753
2015-04-01,CD54,40.21,Abundant,Yes,High,1195.0,1,0,4971.0,4430
2013-11-01,CD19,96.62,Moderate,Yes,Low,24013.0,0,0,5513.0,8163
2016-10-01,CD139,85.22,Low,Yes,Very-low,6284.0,1,0,4434.0,8636
2012-12-01,CD108,95.77,Abundant,Yes,High,15418.0,1,0,3796.0,8543
2020-05-01,CD115,38.82,Abundant,No,Long-run,1067.0,0,0,1132.0,6270
2017-07-01,CD135,91.34,Abundant,No,Long-run,90385.0,0,1,466.0,8523
2019-10-01,CD26,28.57,Moderate,No,High,45414.0,1,1,3409.0,8896
2017-07-01,CD118,43.66,Abundant,Yes,Low,26702.0,1,1,3787.0,3579
2013-05-01,CD20,52.92,Moderate,No,Very-low,82282.0,0,1,5093.0,5007
2017-01-01,CD32,41.32,Moderate,Yes,Short-run,77445.0,1,0,2187.0,2456
2018-06-01,CD104,57.57,Moderate,No,Long-run,54649.0,0,0,5245.0,2359
2017-02-01,CD96,36.54,Moderate,No,Long-run,81514.0,1,0,669.0,1935
2013-08-01,CD100,62.54,Abundant,Yes,High,60336.0,0,1,1519.0,3874
2013-05-01,CD15,66.67,Low,No,Long-run,74780.0,0,1,2978.0,2074
2013-08-01,CD75,20.63,Abundant,Yes,Very-low,37603.0,0,1,3458.0,6042
2020-07-01,CD41,73.35,Moderate,Yes,Very-low,80651.0,1,0,4059.0,5827
2016-01-01,CD137,72.9,Moderate,No,Long-run,13744.0,1,1,1394.0,2358
2018-11-01,CD137,38.41,Low,Yes,Short-run,38982.0,0,0,4576.0,4588
2014-04-01,CD53,68.13,Abundant,Yes,Very-low,75432.0,0,0,1605.0,5568
2014-10-01,CD101,21.8,Low,No,Long-run,81641.0,0,1,2815.0,4324
2017-04-01,CD71,81.92,Abundant,Yes,Very-low,13826.0,1,0,1060.0,5809
2018-06-01,CD19,9.44,Low,No,Long-run,72873.0,1,0,2730.0,1791
2016-11-01,CD130,46.31,Low,Yes,Very-low,89354.0,1,1,3483.0,2900
2014-04-01,CD47,71.79,Abundant,No,Long-run,38276.0,1,0,938.0,7637
2016-01-01,CD125,21.34,Moderate,Yes,Very-low,58071.0,0,0,5534.0,3271
2018-06-01,CD14,84.6,Low,Yes,Low,48524.0,0,0,901.0,5774
2012-08-01,CD70,24.68,Moderate,Yes,Long-run,55673.0,1,0,4876.0,6476
2015-12-01,CD34,94.37,Abundant,Yes,Low,65044.0,1,1,1188.0,6261
2016-11-01,CD54,15.13,Moderate,Yes,Short-run,41358.0,0,0,5278.0,6072
2017-04-01,CD2,45.99,Abundant,Yes,Short-run,91955.0,1,0,563.0,3549
2013-04-01,CD76,99.68,Low,No,Low,71839.0,0,1,1492.0,4034
2012-06-01,CD86,95.77,Low,Yes,Very-low,90336.0,1,1,2169.0,2355
2015-04-01,CD8,64.71,Abundant,Yes,High,65810.0,0,1,2393.0,7887
2017-03-01,CD62,94.49,Moderate,No,Long-run,87318.0,0,1,4687.0,5654
2014-07-01,CD97,77.49,Abundant,No,Low,20611.0,1,1,1034.0,4005
2020-02-01,CD117,81.77,Moderate,No,Very-low,12106.0,1,0,3377.0,7680
2014-04-01,CD18,9.43,Low,Yes,High,21008.0,1,0,3079.0,8437
2017-11-01,CD141,82.69,Low,No,Short-run,78415.0,0,0,3223.0,4041
2019-09-01,CD59,88.82,Moderate,No,Very-low,55349.0,0,0,111.0,4854
2019-07-01,CD131,67.27,Moderate,Yes,Very-low,69836.0,1,1,2647.0,7350
2013-11-01,CD85,97.99,Moderate,No,Very-low,85809.0,0,1,4165.0,8767
2015-10-01,CD3,17.43,Abundant,Yes,High,29896.0,0,1,5060.0,5575
2020-10-01,CD87,62.02,Low,Yes,Long-run,56353.0,0,1,4336.0,5527
2013-09-01,CD139,6.89,Abundant,No,Long-run,17108.0,1,1,3990.0,7301
2013-06-01,CD49,8.8,Low,No,High,85901.0,1,0,5192.0,4618
2015-03-01,CD15,48.19,Moderate,No,Very-low,14318.0,0,1,121.0,3053
2013-08-01,CD64,1.69,Abundant,No,Long-run,10727.0,1,1,1307.0,7367
2018-02-01,CD121,53.92,Abundant,No,High,24902.0,0,1,2276.0,1657
2014-05-01,CD93,98.78,Abundant,No,Low,59287.0,1,0,2181.0,3966
2012-04-01,CD81,3.04,Low,No,Very-low,88486.0,1,0,3453.0,4344
2015-10-01,CD115,39.42,Low,No,Long-run,60487.0,1,1,3954.0,4150
2017-07-01,CD27,13.25,Moderate,Yes,Long-run,74427.0,0,1,2879.0,1571
2015-10-01,CD112,18.68,Moderate,No,Low,14796.0,1,1,4677.0,4902
2013-12-01,CD100,69.73,Low,Yes,Low,63475.0,0,0,4577.0,4129
2012-08-01,CD133,62.53,Abundant,Yes,Long-run,45490.0,0,0,5229.0,2817
2017-06-01,CD88,1.13,Moderate,Yes,Low,26564.0,0,0,4431.0,2459
2014-07-01,CD122,23.16,Moderate,No,High,40534.0,0,0,5457.0,3879
2020-04-01,CD91,27.43,Abundant,Yes,Very-low,46084.0,0,0,2696.0,6453
2019-04-01,CD107,82.73,Abundant,No,Low,68065.0,0,1,5137.0,1488
2014-07-01,CD40,52.41,Abundant,No,Short-run,20402.0,1,0,5429.0,8507
2015-09-01,CD43,67.42,Low,No,High,5229.0,0,0,3423.0,2212
2018-08-01,CD64,74.59,Abundant,No,Very-low,69061.0,0,1,1978.0,5678
2012-11-01,CD17,60.92,Moderate,No,Short-run,76002.0,1,0,5238.0,8049
2015-08-01,CD96,37.61,Low,Yes,High,48773.0,0,0,121.0,6778
2017-11-01,CD27,45.92,Low,No,Long-run,9078.0,0,0,649.0,7132
2017-04-01,CD94,71.39,Abundant,Yes,Low,23270.0,0,1,2884.0,8543
2016-07-01,CD7,46.01,Moderate,Yes,Long-run,79246.0,0,0,431.0,5205
2014-07-01,CD64,97.71,Low,No,High,66816.0,0,0,5032.0,4992
2014-07-01,CD31,97.62,Abundant,Yes,High,5514.0,0,1,4622.0,4635
2017-10-01,CD89,81.73,Low,Yes,Short-run,73338.0,0,0,1655.0,3329
2014-10-01,CD44,75.89,Low,Yes,Low,62924.0,0,0,3258.0,7253
2018-12-01,CD85,20.41,Low,Yes,High,41077.0,1,0,2009.0,8171
2019-05-01,CD142,32.08,Low,No,Low,842.0,0,0,1109.0,3332
2019-01-01,CD114,79.52,Low,Yes,Long-run,55894.0,0,0,3688.0,2902
2019-02-01,CD10,49.83,Moderate,Yes,Short-run,42629.0,1,0,1248.0,4447
2015-06-01,CD103,64.97,Moderate,Yes,Short-run,36445.0,1,1,3075.0,2589
2017-06-01,CD81,41.64,Low,No,Very-low,14255.0,1,0,5096.0,6102
2018-11-01,CD110,57.17,Low,No,High,62064.0,0,1,3099.0,2249
2017-05-01,CD100,19.15,Low,No,Long-run,60471.0,1,1,4321.0,1561
2012-07-01,CD30,40.16,Moderate,No,Long-run,15218.0,0,1,4202.0,3570
2020-01-01,CD59,2.26,Low,Yes,Long-run,47737.0,0,1,5183.0,6636
2019-10-01,CD125,16.7,Abundant,Yes,Long-run,17536.0,1,1,4220.0,3266
2013-11-01,CD7,31.88,Abundant,No,Very-low,86278.0,1,0,4604.0,6011
2019-08-01,CD35,96.79,Moderate,No,High,10072.0,0,0,1454.0,5903
2017-12-01,CD111,74.58,Low,No,Low,2168.0,1,1,4305.0,3065
2013-01-01,CD126,24.51,Low,Yes,Long-run,7011.0,0,0,1349.0,7632
2020-04-01,CD119,72.31,Low,No,High,37726.0,0,0,3317.0,4051
2013-06-01,CD106,51.42,Low,Yes,Long-run,14930.0,0,0,4480.0,1539
2017-11-01,CD118,20.56,Low,Yes,Long-run,33882.0,1,0,814.0,4341
2013-02-01,CD49,20.88,Moderate,No,High,19851.0,1,1,1189.0,4316
2012-08-01,CD64,37.39,Moderate,Yes,Short-run,50781.0,0,1,1185.0,1341
2018-09-01,CD119,48.0,Abundant,No,Long-run,15199.0,0,1,5349.0,8622
2019-06-01,CD76,61.97,Abundant,Yes,High,77453.0,1,0,2471.0,6285
2018-09-01,CD142,26.37,Abundant,No,Long-run,86228.0,1,0,3405.0,3277
2014-12-01,CD10,2.47,Low,Yes,Low,36846.0,1,1,1813.0,5668
2018-05-01,CD86,12.49,Moderate,No,Low,46147.0,1,0,1841.0,2309
2017-06-01,CD125,38.7,Abundant,No,High,72738.0,0,1,3560.0,1894
2013-07-01,CD26,28.2,Abundant,No,Long-run,71084.0,0,1,3698.0,5378
2013-08-01,CD82,97.93,Low,Yes,Low,59063.0,0,0,3821.0,4362
2017-02-01,CD133,96.15,Low,No,Short-run,47846.0,1,1,160.0,8557
2012-05-01,CD126,36.49,Moderate,Yes,High,87260.0,0,1,297.0,8203
2015-11-01,CD126,20.2,Abundant,No,Long-run,57429.0,0,0,2305.0,1833
2012-02-01,CD36,96.0,Moderate,No,Low,70501.0,0,0,1667.0,2363
2013-08-01,CD31,69.37,Abundant,Yes,Long-run,46698.0,1,0,5584.0,6942
2015-05-01,CD115,78.28,Low,Yes,High,16878.0,1,0,728.0,3982
2016-10-01,CD70,51.87,Abundant,No,Long-run,2091.0,1,0,2910.0,3470
2013-10-01,CD69,80.33,Moderate,Yes,Very-low,15063.0,0,1,4232.0,3545
2012-06-01,CD16,30.1,Abundant,No,Very-low,72427.0,1,1,3150.0,8769
2012-04-01,CD96,71.43,Abundant,Yes,High,60319.0,1,0,3623.0,1505
2017-01-01,CD114,31.54,Moderate,Yes,Very-low,8250.0,1,1,3216.0,5116
2016-12-01,CD45,44.87,Abundant,No,Very-low,22920.0,1,1,1224.0,6179
2016-06-01,CD69,20.72,Low,Yes,Short-run,46206.0,1,0,2716.0,2704
2015-01-01,CD116,18.47,Abundant,No,Very-low,76123.0,0,1,1496.0,2618
2018-11-01,CD124,99.99,Low,Yes,High,75720.0,0,1,282.0,7199
2019-12-01,CD63,49.61,Moderate,No,High,70920.0,0,0,485.0,4814
2012-07-01,CD54,65.75,Low,Yes,Low,92826.0,0,1,865.0,8915
2016-05-01,CD64,64.24,Low,Yes,High,81940.0,1,0,638.0,3143
2014-12-01,CD22,47.08,Abundant,No,Long-run,50080.0,1,0,930.0,3239
2015-06-01,CD43,2.95,Abundant,Yes,Low,63005.0,1,1,191.0,2933
2017-09-01,CD83,8.71,Low,No,Long-run,66274.0,0,0,3063.0,8229
2015-08-01,CD31,20.44,Moderate,No,Very-low,88133.0,0,0,268.0,4555
2017-09-01,CD31,63.23,Moderate,No,High,19079.0,0,0,4578.0,3596
2013-12-01,CD75,51.34,Abundant,No,Very-low,70784.0,1,1,1723.0,8241
2017-12-01,CD41,18.38,Low,Yes,Long-run,33236.0,0,0,3921.0,4900
2015-12-01,CD51,50.32,Moderate,No,Very-low,84830.0,1,1,4685.0,8864
2012-06-01,CD139,41.01,Abundant,No,Short-run,81335.0,1,0,1960.0,3045
2013-10-01,CD108,89.94,Moderate,No,High,78916.0,1,1,2684.0,3925
2013-09-01,CD84,25.72,Low,No,Long-run,69392.0,1,0,2532.0,8810
2013-07-01,CD56,94.34,Low,No,High,23514.0,0,0,5208.0,6621
2017-07-01,CD30,24.94,Moderate,Yes,Long-run,4615.0,0,1,238.0,4027
2020-11-01,CD68,87.79,Abundant,Yes,Short-run,19558.0,0,1,3102.0,1694
2018-03-01,CD96,75.75,Moderate,No,Long-run,57191.0,1,1,3101.0,3663
2013-04-01,CD127,96.33,Abundant,Yes,Low,85428.0,1,0,1710.0,4491
2018-04-01,CD28,54.84,Abundant,No,High,56857.0,1,1,4256.0,2426
2016-01-01,CD110,32.86,Moderate,Yes,Low,28637.0,1,0,4529.0,6190
2017-03-01,CD33,26.36,Abundant,No,High,26590.0,0,0,675.0,1792
2018-12-01,CD3,67.45,Abundant,No,Long-run,18694.0,0,1,811.0,2165
2020-12-01,CD72,76.17,Moderate,Yes,Very-low,3640.0,0,0,2928.0,5340
2015-04-01,CD17,83.36,Abundant,No,Very-low,51840.0,1,1,3335.0,5066
2015-07-01,CD46,11.96,Low,Yes,Very-low,89587.0,1,1,421.0,8957
2014-08-01,CD64,27.76,Abundant,Yes,Very-low,83900.0,1,0,4942.0,5172
2016-09-01,CD89,40.95,Abundant,Yes,High,7432.0,0,0,3709.0,1926
2017-04-01,CD102,12.3,Abundant,No,Low,83525.0,0,1,2368.0,2076
2015-09-01,CD105,16.67,Moderate,Yes,Low,46985.0,1,1,160.0,5651
2020-03-01,CD79,63.25,Abundant,Yes,Very-low,46058.0,1,1,4254.0,2009
2015-05-01,CD119,28.52,Abundant,Yes,High,30470.0,1,0,290.0,4694
2020-03-01,CD107,91.9,Low,Yes,Low,90647.0,0,0,2100.0,6641
2018-08-01,CD6,50.63,Abundant,No,Low,10206.0,0,1,3288.0,1688
2020-04-01,CD93,89.33,Low,Yes,High,65215.0,1,0,4711.0,2113
2013-08-01,CD49,53.16,Moderate,Yes,Very-low,90097.0,0,1,4073.0,2389
2017-07-01,CD84,49.81,Moderate,No,Low,88887.0,1,1,551.0,4683
2019-11-01,CD25,3.81,Moderate,Yes,Long-run,74505.0,1,1,4921.0,4534
2017-05-01,CD141,85.53,Moderate,Yes,Long-run,19717.0,1,1,784.0,6902
2012-07-01,CD130,92.02,Moderate,No,Long-run,53344.0,0,0,2224.0,5786
2017-12-01,CD70,33.05,Moderate,No,High,46215.0,1,1,3863.0,8625
2015-07-01,CD130,11.3,Abundant,No,Very-low,9761.0,1,0,2060.0,7891
2014-12-01,CD72,86.84,Low,No,Very-low,22196.0,0,0,3850.0,7331
2017-06-01,CD133,53.85,Abundant,Yes,Very-low,87445.0,0,0,4908.0,7530
2019-12-01,CD54,46.77,Moderate,Yes,High,10271.0,0,1,1775.0,7799
2018-07-01,CD11,91.45,Moderate,Yes,Short-run,1606.0,1,0,5557.0,2132
2019-07-01,CD78,91.5,Moderate,No,Short-run,75248.0,0,0,824.0,3067
2017-08-01,CD104,52.74,Abundant,Yes,Short-run,52847.0,0,0,2766.0,4694
2017-09-01,CD50,84.36,Low,No,Long-run,14526.0,0,1,3740.0,6115
2013-09-01,CD65,60.17,Abundant,No,High,60505.0,0,0,1496.0,3488
2017-03-01,CD140,89.66,Moderate,No,Low,57881.0,1,0,4546.0,4703
2015-09-01,CD78,40.63,Low,No,Short-run,90299.0,1,0,2660.0,1780
2015-02-01,CD78,44.14,Moderate,Yes,Very-low,50415.0,0,0,2936.0,3200
2018-05-01,CD57,96.37,Low,No,Very-low,12621.0,1,1,590.0,7953
2014-08-01,CD35,62.93,Low,Yes,Long-run,50503.0,1,0,1022.0,6433
2019-12-01,CD27,85.1,Moderate,No,Low,90716.0,0,1,5285.0,1435
2015-05-01,CD60,35.09,Moderate,Yes,Short-run,60531.0,0,1,2509.0,6248
2018-11-01,CD7,92.63,Moderate,Yes,Very-low,24395.0,1,0,4494.0,8084
2013-07-01,CD80,28.73,Moderate,Yes,High,35137.0,1,1,1607.0,1571
2020-07-01,CD104,78.53,Low,Yes,Very-low,73769.0,1,1,5169.0,6099
2013-06-01,CD61,35.15,Low,Yes,Short-run,64318.0,0,0,968.0,1798
2013-04-01,CD76,23.75,Moderate,No,Low,73306.0,1,1,2009.0,7784
2014-09-01,CD131,93.25,Low,Yes,Short-run,47673.0,1,1,3597.0,6999
2018-08-01,CD124,52.28,Abundant,No,Long-run,37791.0,1,1,5074.0,6199
2017-05-01,CD140,54.66,Low,No,Long-run,59905.0,1,1,4779.0,5197
2016-08-01,CD13,10.53,Low,Yes,Short-run,84660.0,1,0,5557.0,6361
2020-01-01,CD44,53.05,Moderate,No,Very-low,55041.0,1,0,342.0,2091
2012-03-01,CD2,54.9,Low,Yes,High,18168.0,1,1,2336.0,4768
2017-07-01,CD131,85.15,Moderate,No,Very-low,86714.0,0,1,1657.0,3548
2017-07-01,CD28,76.4,Abundant,Yes,Low,23924.0,1,0,2991.0,2495
2018-02-01,CD41,93.53,Low,Yes,Short-run,21513.0,1,1,4314.0,3692
2015-09-01,CD58,51.59,Moderate,Yes,Very-low,85130.0,1,0,5128.0,4440
2016-04-01,CD43,36.25,Low,No,Low,7641.0,0,1,4226.0,5986
2019-01-01,CD40,21.9,Low,Yes,Very-low,66854.0,0,0,1804.0,5668
2015-08-01,CD12,46.24,Low,Yes,Very-low,51527.0,1,1,1164.0,5792
2016-10-01,CD113,23.16,Abundant,Yes,Long-run,8892.0,1,0,1466.0,5525
2016-03-01,CD141,24.91,Moderate,Yes,Long-run,86073.0,1,0,4542.0,5436
2019-03-01,CD122,54.46,Abundant,Yes,High,10594.0,1,1,4603.0,8774
2019-05-01,CD115,77.66,Abundant,Yes,Very-low,32809.0,0,0,695.0,7996
2018-12-01,CD99,9.23,Abundant,Yes,Long-run,30761.0,0,0,4123.0,2926
